F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,Label
0.504190,-1.703893,0.770556,-3.968194,1.512552,-3.968194,0.872733,-2.999688,0.455116,-2.214212,nan,-1.492877,-1.351791,1.707993,0.228101,-2.943655,nan,-2.466519,-2.010790,2.968436,-0.369600,1.121354,-1.423765,2.000000
-1.085112,-0.231369,0.736871,-0.035968,0.219589,-0.035968,0.323168,3.858371,-0.233657,-2.332503,1.129883,-1.014898,0.407366,-1.028781,0.117197,-3.472024,-0.641511,1.614091,2.041058,3.016093,nan,-0.491720,0.007443,2.000000
-0.029363,nan,-0.979483,-0.297583,-1.592751,-0.297583,1.012947,nan,0.052888,-1.386785,1.364662,nan,-2.119858,0.073545,1.726175,-1.588484,-1.134986,-2.359165,-2.779546,0.292451,-1.373654,2.250706,-0.309553,2.000000
0.839172,-0.108749,1.158829,1.360916,nan,1.360916,2.473217,2.089200,-0.958846,-0.148288,0.738852,-1.073112,nan,-0.932589,1.302192,4.296643,2.406976,0.920076,0.267654,-2.405688,-0.517073,-1.416892,0.420162,0.000000
-0.803030,-0.954299,0.078774,0.808905,-0.767815,0.808905,2.479384,-2.408381,1.642941,0.194834,1.353884,-2.392504,2.847002,1.609745,0.697426,0.609355,4.040323,-0.084796,0.955499,-1.257158,-0.252662,1.946736,0.762294,0.000000
0.049204,-0.098178,0.371955,2.389812,-1.279967,2.389812,-1.019213,-2.171326,-0.665605,-1.654108,-0.186047,0.732306,3.667210,-0.063995,0.261274,7.216379,2.532773,-1.456578,-4.671136,-0.443678,3.450504,0.979338,0.609923,3.000000
-0.185381,0.617447,-0.081969,nan,-1.489025,1.974079,4.077727,9.655661,-0.015762,-3.928403,0.186340,-4.117507,7.675486,-2.612671,-0.734865,4.698636,3.368450,3.204667,0.570453,3.051950,0.893473,-3.192293,nan,0.000000
0.979151,-0.089389,-1.122901,4.402727,1.319231,4.402727,2.377163,6.525798,1.644239,0.009721,nan,-1.948482,1.827097,0.744691,0.123468,0.932974,1.266410,nan,3.086040,-0.173604,-0.681368,nan,0.887820,0.000000
nan,-0.276165,0.650042,1.091532,0.735041,1.091532,0.163977,nan,-0.431842,nan,0.144304,0.540671,-7.915364,1.701713,1.060585,-2.941456,-6.934035,nan,0.638248,-2.714907,0.110662,-3.899807,nan,1.000000
0.120936,-0.793418,1.682903,2.678955,1.257258,2.678955,0.834415,-4.711319,-0.188441,-0.233187,0.845680,-0.354781,-1.593139,0.845342,0.580679,4.908637,-0.175089,-6.075485,-4.584395,nan,-0.801915,0.371666,1.609286,2.000000
0.139536,-0.303732,0.098915,4.478366,-1.711120,4.478366,-1.157402,-5.113883,nan,-1.086309,-0.667751,-1.478079,1.563626,0.369354,-1.204387,-0.227844,nan,-1.906452,3.381350,0.460393,-3.179961,3.590150,1.285237,3.000000
-0.516151,0.766716,0.463002,2.179274,-0.126824,2.179274,-1.804751,-3.704031,-0.116463,0.954105,0.072170,0.434953,0.648817,1.563596,-1.241985,5.333691,1.766007,-3.456522,-1.071844,0.555989,1.145580,-1.210412,1.788395,3.000000
-1.542723,1.368510,3.482807,nan,1.304801,1.305048,1.108567,-0.911525,-0.583445,nan,-2.084357,3.602418,-0.966980,0.400525,-0.230763,-1.305320,0.790403,2.001054,-3.528422,-5.053743,-0.117158,2.704053,2.022511,2.000000
-0.732714,-0.300037,0.601664,0.585391,0.232337,0.585391,-0.729457,1.479715,0.588783,-0.490238,0.420956,2.701646,-6.933210,3.293440,-0.086581,-10.047573,-2.823987,1.387362,1.195472,0.035894,-2.224740,1.179591,0.949985,2.000000
0.501885,2.104320,-1.500623,2.444054,0.062944,2.444054,-1.765496,3.457256,-2.142403,-1.344965,1.004922,3.521510,-6.046248,2.116327,nan,-3.739510,-2.824898,0.674753,0.142703,-1.078929,-1.883425,-1.559300,1.583516,2.000000
1.002484,-0.224692,-0.109505,nan,-0.450816,1.120988,-2.066147,0.995692,0.697257,-2.783031,-0.087758,2.271666,-1.487194,2.365448,nan,4.910112,1.257276,-1.057254,-3.229343,-1.610534,1.613738,-2.141956,1.118046,2.000000
-0.397780,0.783124,-0.120772,1.230718,0.382877,1.230718,-2.066217,2.892692,1.261080,-1.840499,-0.494284,1.473280,-8.272379,4.006395,-2.764890,-6.763440,-4.667129,0.227536,-0.547997,-0.125004,-0.283967,1.397476,1.827695,2.000000
-0.823143,1.645265,-3.509195,-2.077667,-1.747110,-2.077667,4.088425,6.994974,1.754277,-2.724470,-0.382139,nan,-4.553572,-0.264697,1.559702,-10.128486,-3.677752,1.618457,-1.614326,3.783454,-2.955256,-1.130779,1.198726,2.000000
-1.090991,-0.932803,-0.271900,-3.515462,nan,-3.515462,-3.714188,-6.517364,nan,-1.191809,nan,2.278296,-2.170425,-0.190508,0.626526,-9.458354,-0.401046,0.974678,3.164047,1.282579,-2.748151,4.713315,-0.776977,2.000000
0.027135,-0.795151,0.558291,4.082600,-1.384157,4.082600,0.121162,-8.792827,2.298621,-0.032741,0.666510,-1.741646,3.075472,-1.438491,nan,3.547527,2.316652,-2.786958,0.506489,-3.261180,-2.475688,6.262623,-0.110756,3.000000
-0.302107,0.208743,-0.171666,1.260670,0.902834,1.260670,2.546716,-1.526790,0.510271,-0.551393,-0.163298,-0.488105,-2.919970,1.919114,-1.373179,0.655241,-0.696135,-3.886586,-4.626887,0.204447,-0.511050,0.415844,-0.211774,2.000000
-0.016616,-1.149337,-0.595189,-0.924219,-0.181790,-0.924219,0.703644,3.508120,1.053067,-2.117258,-0.878535,-2.924338,3.195693,-0.428177,0.908400,3.398401,2.496566,0.999809,2.487547,0.814953,-0.231384,-2.393868,0.860214,0.000000
0.298583,-2.492286,0.770520,0.928523,0.566173,0.928523,-1.731937,0.467389,0.628733,0.645232,0.905471,-2.011397,-1.137417,1.012608,-1.273242,6.050746,0.420500,-1.209624,4.500414,-3.577964,-1.746075,-2.703096,-0.358465,3.000000
-0.657778,-1.266455,-0.453967,-1.128838,-0.306545,-1.128838,-1.911315,4.738207,-0.829782,-1.291422,1.324629,-2.816684,nan,1.203003,0.034746,4.087217,1.225463,3.216023,5.673718,-3.984688,0.448054,-1.922332,0.726734,1.000000
0.826509,0.332388,0.757360,-0.039111,-2.441283,-0.039111,-0.851070,-5.918234,-0.418567,-0.223548,0.133528,-1.092196,2.808234,-3.187389,-1.987579,4.852962,0.909004,-3.885554,-0.161677,1.247995,-1.995319,0.720359,1.543824,3.000000
-1.113831,-1.196167,-0.289497,1.756416,0.488655,1.756416,5.407853,-2.541042,-1.239343,-0.328379,-1.952651,-1.346688,2.477279,0.471640,-1.619264,-2.350311,2.273923,-1.743445,-5.025995,2.193083,0.314707,3.396460,-0.956893,0.000000
-0.195135,-0.421088,-0.398077,0.768035,-2.088142,0.768035,-0.298975,6.125551,-0.331186,-1.393368,0.816533,-0.012279,-3.804635,-0.058476,1.979591,0.823016,-4.059665,0.803981,nan,-1.393931,0.028937,-1.827029,-0.221455,0.000000
-1.387157,0.257722,1.381020,-1.885247,1.007951,-1.885247,-0.828839,nan,1.293005,-1.101884,0.303249,nan,4.179038,-2.060903,-0.245764,12.867561,1.998094,nan,-4.344335,-2.105327,nan,0.734373,0.499294,0.000000
-1.816854,-0.391056,1.581786,nan,0.679596,1.455527,3.170524,4.028581,-0.696622,1.642761,0.196879,-3.645769,-0.762854,0.747034,-0.915503,-7.546145,-1.562586,1.474846,4.634215,3.454858,-2.055886,0.524458,-0.885595,3.000000
-0.289523,-1.520515,-0.897871,-0.877324,1.050257,-0.877324,-0.768076,-5.471805,0.561810,-0.578493,-0.158145,-1.738567,-0.355090,2.228077,-1.243666,8.670654,1.426906,-4.934671,-4.691713,-2.487027,2.751691,1.013666,-0.458341,0.000000
1.133316,2.046616,-0.384915,-1.662620,0.258834,-1.662620,1.710172,6.180988,-1.304479,-1.534335,-0.399671,-2.949893,-2.260437,-2.772159,0.836353,-4.114395,-4.667612,-0.640542,2.100272,5.650516,-3.343374,-2.866259,1.000498,3.000000
-0.289276,0.683547,nan,-2.273410,0.179788,-2.273410,-2.170433,-1.178860,0.337019,-1.483430,-0.455902,-2.068870,-0.622968,-1.240998,0.638458,4.392287,-1.951700,-1.600200,-0.478892,-1.030715,0.806666,0.921457,-1.711762,0.000000
-1.110658,-0.443630,0.256648,1.931699,-1.697622,1.931699,-2.469142,-6.050089,-0.080653,-0.829030,0.192037,-3.565112,2.441096,-0.107028,1.267592,5.096947,2.520077,-3.980395,4.195046,0.991576,-2.413699,nan,1.308775,3.000000
-2.288384,0.049233,nan,2.866686,1.290084,2.866686,-0.542943,0.999955,0.469236,-2.946992,-0.907978,-0.528264,0.771725,2.281830,0.660353,1.756803,nan,0.965466,1.132537,-2.077021,-0.332078,0.874221,0.321043,3.000000
-1.051072,-0.366308,-0.678345,-0.239717,-1.572192,-0.239717,0.269336,-0.565150,0.577880,-1.609644,-0.841994,0.811210,1.771847,2.274142,-0.393389,nan,3.632677,2.026249,0.353210,1.817119,0.772065,1.479494,0.276053,3.000000
0.329276,-1.123719,-0.230272,2.413612,0.182376,2.413612,-1.180498,4.577388,-0.323697,-0.648476,0.216138,-2.243704,1.721348,2.581110,-0.472708,-5.730682,0.445304,4.004148,3.912162,3.929218,2.963751,2.110899,-0.190467,3.000000
0.724102,-0.140857,0.374109,0.665176,-0.910412,0.665176,-1.273563,1.190343,0.945690,-0.937024,2.009538,nan,0.973465,-0.541749,0.214400,-1.561069,-0.931832,0.637860,5.701192,2.129946,-1.320226,1.775525,-0.423602,3.000000
0.061266,-0.030049,1.029371,-1.745212,1.071723,-1.745212,-3.067992,0.926764,-0.007536,-1.470157,-1.240701,0.877897,-2.016736,-1.075968,0.827446,3.864842,-1.702523,-0.277789,0.848474,-2.286058,-0.748887,-2.056785,-0.644639,1.000000
-0.164261,0.574971,-0.113517,3.826967,1.319031,3.826967,-2.718986,-3.337779,-0.023113,-0.799082,-0.595214,-2.548052,2.619963,1.517297,0.714001,-2.995653,2.539521,1.671226,nan,0.212182,-0.986244,5.378687,0.168190,3.000000
0.319634,-0.774739,-0.158397,2.191366,1.572420,2.191366,-2.621552,3.605485,-0.522149,nan,0.357188,-0.892687,2.218341,-1.788789,0.875174,2.177980,-0.511136,0.926906,5.296246,2.990285,-0.596466,-3.438341,0.515452,2.000000
1.237714,-1.471242,0.008520,-4.347851,1.902918,-4.347851,0.148201,-3.017351,-0.952644,0.640930,-1.829026,-1.210239,3.371644,-3.691114,-0.564032,nan,0.617829,-0.620768,1.094084,2.570846,-0.864184,-0.122568,-0.706080,0.000000
-0.174233,nan,-0.507144,nan,0.283953,-0.320010,-1.322440,-4.048497,0.678674,-1.637439,-0.985282,-1.572863,2.355062,-2.520104,0.152485,9.619698,0.818244,-5.616740,-2.412358,1.835400,-0.584258,-1.922484,-0.364832,3.000000
1.218576,-0.652685,-0.371140,1.818110,-1.906989,1.818110,2.603386,4.839319,1.205391,-1.783727,-0.295921,-1.595589,-0.545865,-0.607195,-0.475006,-2.041330,-2.469208,1.573218,-2.234287,0.162087,0.684086,2.039888,-1.503079,3.000000
0.487298,0.585806,-0.328750,-1.751656,0.771808,-1.751656,1.306720,0.406655,0.597324,0.208594,-0.885268,nan,0.542700,1.449166,-1.345086,-7.247741,2.671954,3.257697,5.598002,0.092659,-2.595545,0.783005,2.003393,3.000000
0.547320,-0.238244,-1.568525,-3.095045,-0.435914,nan,-1.324360,-1.653844,nan,-4.306144,-1.255203,-3.265817,2.083880,-2.510318,-0.321033,6.386022,0.225384,-2.229148,-1.245209,0.166129,-0.074017,0.994501,0.939226,0.000000
0.493243,-0.395461,1.609938,0.486920,1.180197,0.486920,-0.957085,-1.591066,-0.225691,0.048799,-0.119299,0.099238,-3.882962,-0.170372,nan,-2.325856,-3.771368,-1.396984,-0.664291,-0.668261,-1.114377,2.498028,0.007857,0.000000
0.182749,-0.210962,0.500881,0.424942,0.872010,0.424942,-0.284769,nan,nan,-0.269784,0.076967,-2.956034,2.491349,0.319412,-1.235461,0.506378,2.392694,-0.009085,3.707975,-0.387742,-0.997260,2.345881,0.882742,0.000000
-0.947553,-0.577170,-0.758450,-0.469294,-0.722393,-0.469294,-0.867124,-1.866290,0.166690,-1.577725,-0.799664,-2.785493,5.151234,-2.822732,-0.338716,12.065924,1.936470,-3.045018,nan,-0.199439,1.908741,-1.243460,2.592237,0.000000
-1.102556,-0.597618,-0.791317,-0.025478,-0.098113,-0.025478,1.061352,0.109424,-0.371632,-1.713940,-0.280509,nan,0.468539,1.488490,1.505916,-3.555663,2.232454,-1.576939,6.891305,4.527208,-4.645136,-0.776037,-0.049918,1.000000
nan,-0.689751,1.325468,-1.199003,-0.551497,-1.199003,-1.262946,-2.850980,1.959505,1.441392,0.269213,-2.896884,1.712365,-0.192156,-0.369049,11.652862,0.546146,-4.065605,-1.693929,-1.902791,2.893319,nan,0.609168,0.000000
-0.700098,0.697732,-0.249488,-4.131222,-0.290721,nan,-3.650700,-4.128783,0.653818,0.798468,0.444464,-3.677615,7.917735,-4.713650,1.000770,10.361869,1.766159,nan,1.831384,1.606312,3.597099,-0.145178,-0.487125,0.000000
-1.462081,1.941861,1.440314,-1.563112,0.337664,-1.563112,-1.776109,-0.407337,1.002016,-1.072573,-0.544983,2.040385,-3.343821,0.937339,nan,-1.059488,-1.489720,-0.442037,-1.537241,-0.727533,0.079858,-0.281847,0.387392,2.000000
-0.496447,-0.282789,0.747092,0.133627,0.326521,0.133627,-3.408780,-4.221066,-1.085105,-0.344086,-1.758473,-4.404908,4.385870,-2.386132,0.012511,5.084480,1.984292,-0.596112,7.575036,nan,-2.169232,1.905316,-0.228405,0.000000
1.035840,-0.952289,-0.285479,4.409900,0.426055,4.409900,1.791790,-1.532666,0.158487,2.278073,-0.494733,0.428838,-1.030124,0.911096,-0.173410,-1.333873,-0.338990,-1.617808,-0.322509,-0.133309,-1.430414,0.882589,-1.240585,0.000000
0.253849,-0.379508,nan,-0.828766,-0.089121,-0.828766,0.564231,-2.338729,-0.774159,-0.576359,1.961225,1.166297,3.890472,-0.403051,-0.761918,1.540911,4.439410,0.787157,-0.290735,nan,0.019343,-0.230690,0.134061,1.000000
0.875072,0.285842,-0.905282,2.049623,2.259044,2.049623,0.430809,-8.265470,-0.611599,1.615909,-2.070524,-2.435806,2.454678,-0.578123,-0.036169,1.497927,nan,-2.910998,1.961913,-1.263594,-2.201159,4.548498,-0.205789,0.000000
nan,1.031486,-0.414223,-1.855413,-0.093649,-1.855413,nan,-1.555198,nan,-2.409392,-1.278004,3.179978,-3.359951,-0.238719,0.336093,-6.240671,-1.474100,0.905707,-4.202423,-1.746296,-1.484638,3.480482,-0.527590,2.000000
0.031537,-0.746174,0.776791,0.427036,-0.558933,0.427036,2.994937,2.973597,2.369828,0.280744,-0.473093,-1.309826,-1.582763,1.005685,0.330782,0.888534,-0.220822,-0.501721,-0.362699,-1.471447,-1.186986,-2.010174,-0.470546,0.000000
-0.339525,-2.201512,-1.580822,0.166624,0.195451,0.166624,-2.445215,0.730607,2.302474,-1.245109,-2.056739,-0.138922,-1.281524,-0.443548,1.495300,6.313454,-1.387575,-1.995724,-0.689586,-1.155335,0.333334,-2.218880,1.759854,0.000000
-1.117657,-1.143442,-0.762991,-1.333012,-0.637802,-1.333012,-2.453378,nan,0.504067,0.068109,0.725274,-1.076675,4.624452,-1.973410,0.712360,3.264278,1.224095,0.896547,0.988161,1.437622,2.823471,1.020836,-1.441847,3.000000
-0.638425,-0.661281,-1.037155,-2.234438,0.372210,nan,nan,2.710461,2.237256,-0.939275,-1.000958,-0.773944,-1.438072,0.020115,-1.745369,-2.267705,-1.196858,0.505862,-0.912085,0.819904,-0.249849,-0.744509,nan,0.000000
-0.350437,0.357825,-1.023991,-0.375979,0.828195,-0.375979,-4.640183,-5.129022,0.597372,-1.040447,0.379271,-3.435790,4.899091,-1.727238,-1.550688,18.057986,1.615047,-4.412485,-2.351001,-3.113167,4.791384,nan,-1.079231,0.000000
0.927846,0.531395,-0.209010,-0.841166,-1.030277,-0.841166,-2.713436,0.073645,0.465832,-1.324007,0.279132,-2.471835,-2.025653,1.872058,-1.094723,1.767989,-0.242716,-1.037587,3.906507,-0.508563,-0.913299,-0.727745,1.003247,3.000000
0.027024,1.102621,-0.757236,-1.490476,-1.333842,-1.490476,0.095824,2.088415,-2.810731,-1.453706,0.067336,-3.453307,0.148308,-2.137451,0.233320,2.636095,-2.280877,-2.669482,0.299960,4.161515,-0.827542,-2.168973,-0.857623,3.000000
-0.853863,nan,0.848171,-3.000989,0.480480,-3.000989,-3.064031,6.088576,-0.376720,-3.995213,-0.911377,-1.068018,-4.553623,2.105190,-0.093067,1.620068,-1.306803,1.556326,3.908800,-2.561622,-1.382396,-3.824952,-0.602452,3.000000
0.711975,0.265036,1.207539,4.393534,-0.157108,4.393534,3.523777,-3.736953,1.983274,3.454448,-1.403832,-0.304269,-0.959136,0.874654,0.710301,0.643991,0.543645,-2.354161,-0.431881,-3.639093,-2.558142,1.738475,-0.648125,0.000000
0.697569,-0.794686,-1.296531,-1.342044,1.733770,nan,-0.014964,-1.875145,1.295925,0.994213,nan,0.018867,-1.856124,1.935120,0.507957,-1.690572,0.213308,-0.506050,0.216917,-0.906048,0.107324,0.559645,0.408693,0.000000
0.953025,0.688608,-0.010033,3.530586,-0.430052,nan,2.990532,4.691596,2.299858,0.981890,-1.150486,2.298957,-2.053992,0.236052,1.278565,-0.891241,-1.806307,-0.612978,-3.545835,1.410133,nan,-3.329924,-2.368066,0.000000
-0.256920,-0.632689,-0.767879,-3.201138,-2.591731,-3.201138,-1.513737,-2.379653,-0.243683,-1.478540,0.043226,-4.484673,-1.012081,3.223665,0.606112,-1.653670,1.991438,-3.087153,4.817220,4.744367,-1.652049,-1.157466,0.123812,2.000000
-1.744988,0.924217,-1.650403,2.308000,1.228061,2.308000,1.327067,-2.313599,-1.472706,0.561220,nan,-2.009757,2.211788,nan,1.843611,3.585762,1.662987,-1.389584,-0.314523,nan,nan,1.719935,0.911154,3.000000
-0.934904,-0.825824,-0.685555,1.374914,-1.910370,1.374914,0.595555,-1.002383,-0.423837,-0.789399,-0.310328,4.142328,-7.636647,3.863402,-0.046491,-11.042902,-1.885532,0.166485,-1.187704,-0.650068,-3.292329,2.199587,-0.331380,2.000000
0.825532,0.850562,0.990606,-0.723306,-0.660018,nan,-0.593029,-3.414707,-2.067023,-0.281809,-1.781351,-2.793762,1.024394,2.138563,-0.750090,-1.450220,3.009100,-1.512968,4.087782,nan,-1.495368,0.635667,-1.354772,2.000000
0.232715,-1.231638,-2.911312,-3.491413,-1.193519,nan,-2.190082,-1.250141,1.041109,-1.803463,-0.098847,-0.666252,-1.874470,0.522642,1.190707,-0.359389,1.090895,0.173345,4.969808,-2.067008,-3.575571,-1.204341,-1.410878,3.000000
-0.958156,-0.799754,0.069149,0.342399,-0.220489,0.342399,-1.769632,-0.084455,1.994695,-2.467104,0.054591,0.884160,0.469626,0.321480,-1.901313,-5.133457,1.640774,2.406405,3.881260,1.103111,-2.299886,1.460878,0.390848,2.000000
-1.347830,0.862579,0.709235,-0.206388,-0.005013,-0.206388,-0.032284,2.634066,-0.548987,-2.366257,1.283164,1.642527,-3.037951,0.651345,-0.155877,-8.854219,-1.012320,2.383289,2.377585,1.692927,-3.311786,0.495120,-0.515409,2.000000
-0.479799,-0.115609,nan,-0.510144,0.209288,-0.510144,-1.955393,-6.863930,-1.641322,1.870142,0.287928,-1.312970,-1.550837,2.348033,-1.154402,-1.076342,1.222470,-2.027974,3.836908,-1.767387,-1.608548,2.645496,1.281595,0.000000
-1.770724,-0.018680,nan,0.598963,0.554559,0.598963,1.052812,1.341422,-1.884471,-0.607307,nan,-2.330866,1.575510,-0.091530,nan,1.984726,1.351369,-0.021681,2.008794,-0.099474,-0.988814,-0.828911,0.660111,0.000000
1.315749,-0.852815,0.358295,-0.529128,-0.495460,-0.529128,-1.371624,2.251765,0.564651,0.678846,-0.420683,-1.390821,-2.401036,1.423083,1.711203,-2.593527,-1.920560,0.848514,3.428611,0.714066,-0.019803,-0.520934,0.966014,3.000000
-1.052570,-0.149253,-0.149987,0.398806,0.345045,0.398806,nan,1.815321,-0.636504,0.629625,nan,-2.059544,2.545126,0.810052,0.584579,-2.261007,4.291081,3.515381,7.232137,-2.753416,-3.579108,-0.759606,0.025619,3.000000
-0.028363,0.710975,-0.037869,nan,0.154555,-1.583150,2.479783,-0.083696,-0.074644,-2.284896,-0.698597,-2.171925,-1.326918,2.232652,0.089068,nan,1.196024,-3.398487,-3.272126,2.002576,-0.219941,-1.277622,-1.188713,2.000000
-0.398012,0.676826,-0.357151,-2.904326,-0.223232,nan,-0.068573,-1.563422,0.235580,1.954171,0.349488,-3.213948,-0.016037,0.195727,-0.905482,-3.085826,1.186439,0.796371,8.260125,nan,-3.778963,-0.435009,-0.631451,3.000000
0.384612,0.551276,0.278824,-2.624663,0.370936,nan,3.855718,4.073377,-0.551966,-2.887952,1.837650,-4.351863,-3.210972,1.486565,0.285022,-1.873354,-1.939521,-1.399359,-2.005837,1.237586,-0.831491,-0.105701,0.025928,1.000000
-0.227350,0.397893,0.875052,2.221135,0.805319,2.221135,0.456952,10.016425,0.830880,-1.889708,0.226660,0.102885,-2.445294,-0.023079,-0.009289,0.460428,-3.291428,2.953483,0.113304,-0.983678,0.427629,-3.101585,-1.043727,0.000000
0.523467,1.403539,0.886758,2.035182,-0.168453,2.035182,-2.358710,3.550164,-0.874268,-1.522689,nan,-1.917366,-4.119891,1.911022,-0.442743,nan,-2.241278,-0.058608,nan,-4.927861,-1.147518,-1.050421,0.773320,3.000000
1.091185,1.448572,0.585184,4.559008,-0.640495,4.559008,0.536642,-7.432879,0.725441,2.096997,-1.007345,-1.626650,3.588988,-1.511597,-0.032090,2.129089,1.941779,-2.739968,1.529435,-0.477601,-2.035936,4.276260,-0.244852,0.000000
-0.339953,0.540649,nan,0.674619,0.154338,0.674619,2.014104,1.737948,-0.689868,-3.044545,0.188129,-1.293431,2.727439,-1.657413,-1.051083,-1.247021,1.157937,0.226907,-0.911642,3.295989,-1.144255,0.586520,0.080218,1.000000
0.024485,1.089072,-0.202116,2.450037,0.232292,2.450037,-0.486549,2.592732,0.112914,nan,-1.411550,-0.583538,-3.285032,1.590728,-0.344764,-0.952194,-1.895723,nan,3.311662,0.403833,-1.887876,-2.463128,0.485872,0.000000
-0.106909,-1.453030,0.475213,-0.670505,-0.068057,-0.670505,4.051272,-2.314962,1.018092,-2.297019,0.287743,-1.082294,0.537210,0.855540,-0.978994,nan,2.228730,nan,-5.932526,1.421686,-0.371927,0.452384,1.217587,2.000000
-0.822390,1.491491,-1.611970,0.137851,0.148684,0.137851,1.691498,-1.687279,1.020361,-0.265686,-1.657228,nan,2.297169,1.375158,-1.974850,1.458262,3.064393,-2.242307,1.767722,2.389965,-0.805871,-0.291769,1.574908,2.000000
-1.062014,0.037843,-0.420117,0.132317,-0.280576,0.132317,1.480490,-1.748493,-1.152087,-2.259465,-0.913115,-0.435859,6.884847,-2.340787,-3.487506,7.833847,4.888270,-1.575888,-3.729485,1.402367,1.281117,-1.258660,0.269338,0.000000
1.077505,-0.066606,0.733335,-0.693182,0.184669,-0.693182,0.825228,2.136612,1.137866,-1.940815,-0.531060,0.361291,3.497217,-1.236865,0.681094,3.188129,2.966042,0.606380,-0.619332,1.287001,-0.028089,-3.025905,1.109793,2.000000
-0.576820,-3.346280,-0.754122,-0.273748,0.786571,-0.273748,-0.357172,-0.415350,-1.044990,-0.820533,1.530274,0.593588,2.315992,-1.761003,-0.183601,1.388600,0.426774,-0.253188,-1.786450,1.992805,0.973050,-0.106840,-0.894220,3.000000
-0.692535,0.986109,0.412746,-1.628361,-0.377871,-1.628361,1.535370,-0.745023,nan,-1.143458,1.076064,0.747937,-1.560842,1.593196,nan,-5.841596,nan,1.025090,-0.188870,-0.080705,-1.452365,1.529771,0.922014,2.000000
-0.099483,1.890676,-0.291884,2.626869,1.088029,2.626869,-1.975042,3.717235,0.735143,1.340297,-0.980009,0.918882,-1.787241,0.181313,-0.681155,0.169333,-2.114860,0.440459,3.005510,1.063546,-0.594404,-3.266689,-0.983311,2.000000
-0.228944,0.095782,-0.011271,1.715883,0.025521,1.715883,nan,-1.710642,0.650773,-2.961057,-1.777035,2.796426,-3.058225,1.356831,0.030157,-1.139161,-0.689201,0.010121,-3.121817,-3.051621,-0.302299,3.212008,2.244697,1.000000
0.812403,0.182025,0.547706,-0.117248,-1.356313,-0.117248,nan,-1.772604,0.116224,-0.109625,-1.329534,-1.144923,0.447073,0.238410,-0.622327,9.427380,0.016386,-2.590783,-2.278623,-2.830566,2.688767,-0.677486,0.708170,0.000000
